basin,date,longwave_radiation,potential_energy,potential_evaporation,pressure,shortwave_radiation,specific_humidity,temperature,total_precipitation,wind_u,wind_v,qobs_mm_per_hour,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99
08178880,1/1/2005 11:00,362.7957,13.965304,0.000622395,95563.05,0,0.01069451,15.028914,0,-2.2175722,3.671478,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 12:00,322.3313,11.221986,0.000622395,95557.86,0,0.01069546,14.789168,0,-2.0892124,3.3310313,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 13:00,322.3284,18.808361,-5.95E-05,95592.55,0,0.010784438,15.341394,0,-2.72075,3.8389852,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 14:00,322.326,26.394453,-5.95E-05,95627.24,41.473488,0.010873263,15.895679,0,-3.3547482,4.350461,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 15:00,339.797,33.981483,-5.95E-05,95661.97,167.97545,0.010962246,16.450865,0.001914145,-3.9866428,4.8594575,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 16:00,339.79507,32.44611,0.3343401,95663.02,266.30008,0.011006949,18.002268,0,-3.1255243,5.6983514,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 17:00,339.79153,30.907944,0.3343401,95663.75,369.23215,0.011051623,19.552364,0,-2.2636373,6.539188,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 18:00,346.64203,29.37112,0.3343401,95664.75,453.4937,0.011096453,21.10526,0,-1.4026917,7.3795905,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 19:00,346.63904,65.81198,0.53937954,95600.12,477.9041,0.011172493,21.567486,0,-1.8262826,7.3642364,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 20:00,346.64246,102.2543,0.53937954,95535.37,452.6672,0.011248487,22.031338,0,-2.2501786,7.345999,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 21:00,342.72256,138.69362,0.53937954,95470.78,370.6536,0.011324581,22.49916,0,-2.6729786,7.331124,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 22:00,342.72263,109.50694,0.24652311,95508.88,264.1598,0.011359801,21.310932,0.00063489,-2.7021246,6.503587,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/1/2005 23:00,342.72424,80.32033,0.24652311,95547.01,118.631325,0.011395192,20.124327,0,-2.7303152,5.671619,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 0:00,322.77484,51.1433,0.24652311,95585.13,0,0.011430603,18.93902,0,-2.755286,4.8410234,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 1:00,322.7752,38.404346,-0.003683235,95642.8,0,0.011409319,18.152233,0,-2.6914473,4.418068,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 2:00,322.77863,25.671347,-0.003683235,95700.58,0,0.011388052,17.365028,0,-2.629354,3.9971833,0.01506625,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 3:00,322.27466,12.94011,-0.003683235,95758.12,0,0.011366757,16.580717,0,-2.5630887,3.5726442,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 4:00,322.2733,11.905643,-0.02535881,95744.336,0,0.011428991,16.424,0,-2.7694929,4.1160026,0.01506625,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 5:00,322.27524,10.874253,-0.02535881,95730.8,0,0.011491334,16.266968,0,-2.9730375,4.6626706,0.01506625,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 6:00,348.02438,9.843537,-0.02535881,95717.12,0,0.011553509,16.108643,0,-3.1790895,5.208765,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 7:00,348.02438,13.750751,-0.020125562,95730.734,0,0.011630113,16.143915,0,-3.198414,5.1013665,0.01506625,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 8:00,348.02438,17.656433,-0.020125562,95744.266,0,0.011706732,16.177982,0,-3.2178364,4.9905686,0.015036238,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 9:00,378.40143,21.557419,-0.020125562,95757.87,0,0.011783192,16.214413,0,-3.2372756,4.8816514,0.015006226,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 10:00,378.40143,17.84623,-0.003181988,95732.484,0,0.011777212,16.185738,0,-2.8285832,4.6429186,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 11:00,378.40143,14.131866,-0.003181988,95707.03,0,0.011771071,16.158852,0,-2.4197254,4.4016523,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 12:00,358.81384,10.411539,-0.003181988,95681.875,0,0.011764942,16.130884,0,-2.0124197,4.16028,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 13:00,358.81345,7.0002546,0.009219349,95725.4,0,0.011909935,16.663635,4.17156e-05,-1.4629651,4.3484187,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 14:00,358.81363,3.5884616,0.009219349,95769.05,36.34797,0.012055031,17.197195,0,-0.91089547,4.539865,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 15:00,361.8499,0.17255268,0.009219349,95812.63,139.36751,0.012200104,17.727148,0,-0.36190706,4.724537,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
08178880,1/2/2005 16:00,361.84808,56.002228,0.26800373,95854.164,221.27359,0.012307975,18.971409,0,-0.85554785,5.0449033,0.015126275,Carbonate sedimentary rocks,0.984755694,Unconsolidated sediments,0.015244306,0.984755694,0.0624,-11.8183,2.475806982,3.382485421,0.297780119,0.003044935,1.366215317,24.1,1.389048991,301.1,8.566145092,1.42442357,0.870718951,0.455323666,0.56624393,0.22195276,10.07124941,14.58753309,23.69201092,0,0,51.59868846,29.72384,-99.07004,542.56,19.49002,850.58,851.56,0.4391,1.550799227,0.977153952,0.530201148,0.188921802,0.636206845,    Woody Savannas,0.145448274,1.627241369
